,year,exp,imp,value,tot_production,tot_expenditure,share,cost,A,B,C
201,1997,JPN,USA,110404.45429753541,7988887.5,15235673.0,0.007246444,0.023847286,JPN_USA,JPN_1997,USA_1997
202,1997,KOR,USA,31613.424988986568,1131548.9,15235673.0,0.0020749609,0.027296834,KOR_USA,KOR_1997,USA_1997
203,1997,LTU,USA,127.97911750307176,17948.7,15235673.0,8.399965e-06,0.11872209,LTU_USA,LTU_1997,USA_1997
204,1997,MEX,USA,81153.18149177768,763693.3,15235673.0,0.0053265244,0.0150660565,MEX_USA,MEX_1997,USA_1997
205,1997,NLD,USA,18783.69750260227,734631.8,15235673.0,0.0012328761,0.054126885,NLD_USA,NLD_1997,USA_1997
206,1997,POL,USA,1774.2870820873884,300257.8,15235673.0,0.0001164561,0.06610801,POL_USA,POL_1997,USA_1997
207,1997,PRT,USA,2019.120653114995,213822.28,15235673.0,0.00013252586,0.048553895,PRT_USA,PRT_1997,USA_1997
208,1997,ROU,USA,436.9270994855051,76895.016,15235673.0,2.86779e-05,0.06989467,ROU_USA,ROU_1997,USA_1997
209,1997,RUS,USA,3752.757873798607,748922.56,15235673.0,0.0002463139,0.053163957,RUS_USA,RUS_1997,USA_1997
210,1997,RoW,USA,172421.1827717252,6563829.5,15235673.0,0.011316939,0.04647196,RoW_USA,RoW_1997,USA_1997
